X,y
"[688, 339.98022, 443.39948, 4.357588054924126, 0.0007946446987864286, 1011.2144096929121, 2.7194995421329953, 0, 2, 2, 0, 0, 739, 349.76355, 434.75253, 11.271688697498556, 0.007112104031705702, 1032.8418162577193, 3.2995762639970327, 0, 1, 0, 1, 0, 676, 326.8502, 432.99817, 13.911223855729935, 0.0012633673657714284, 1048.488785228763, 1.067363415911299, 0, 0, 3, 1, 2]",3
"[46, 51.242054, 267.76953, 5.38493476113297, 0.0012455751941182758, 987.6277970294383, 0.04110638287376278, 0, 0, 0, 1, 1, 50, 40.304325, 273.1948, 6.901746359285027, 0.002917697800407182, 1039.0641233623444, 1.4099811569796827, 0, 1, 1, 1, 1, 721, 34.540997, 270.56677, 12.22085396458245, 0.0072535294332064515, 989.595221786279, 4.551573810569476, 0, 0, 1, 0, 1]",3
"[891, 276.77777, 243.09708, 3.7154834871921976, 0.00059089452765404, 993.5716522883345, 0.09662218516472176, 0, 0, 2, 1, 1, 763, 272.977, 235.90463, 6.886271590921057, 0.003246122299017329, 948.1591955075025, 2.0084835050947167, 0, 2, 4, 1, 1, 625, 280.0731, 245.83282, 7.630926377969753, 0.0011860881226127273, 961.1614544050491, 3.0449704684250714, 0, 1, 2, 2, 1]",3
"[255, 248.43379, 263.4305, 1.7614831162218865, 0.0023274308816879086, 980.4888791433876, 2.3401431423549965, 0, 1, 1, 2, 0, 713, 240.03932, 266.85532, 7.924676781363708, 0.0011574903635088174, 960.9209385714076, 0.30657459660442554, 0, 0, 1, 1, 0, 254, 257.4537, 262.68106, 9.98329164466917, 0.00019400687639914427, 967.5613066087503, 2.5466196732251865, 0, 4, 1, 4, 1]",1
"[1, 27.450607, 254.11836, 7.839848139972413, 0.0012106093505407922, 865.9610510579354, 1.972983063771892, 0, 3, 2, 2, 3, 0, 13.361552, 249.66911, 9.762040853018041, 0.0015175980418904444, 824.7158439711144, 1.3522909444888596, 0, 6, 0, 3, 3, 647, 29.739075, 256.14218, 10.83602353691671, 0.0013228575768756135, 874.9732630254716, 1.1686095898179016, 0, 2, 3, 1, 4]",3
"[157, 187.92917, 329.93906, 6.677430476793354, 0.001637911359361366, 883.1983294929985, 1.1888416264605282, 0, 2, 1, 2, 1, 160, 186.40933, 336.09955, 9.080354988751598, 0.007408084730447906, 850.6353018533077, 1.9527510271292652, 0, 2, 2, 2, 2, 966, 172.75404, 323.0924, 10.213277527173819, 0.002501595813766133, 818.3067580801551, 0.47711296941668097, 0, 2, 1, 1, 0]",3
"[228, 245.75316, 388.83914, 2.7588332458350724, 0.00860029182844202, 1084.482175608448, 1.6011574408451898, 0, 2, 3, 2, 3, 230, 251.36108, 385.44702, 5.521979718360227, 0.000641584358939129, 1084.5567285587013, 3.9568131236985646, 0, 4, 1, 2, 3, 810, 243.77306, 379.2556, 7.143911218595076, 0.0009682208156995276, 1090.9729503227932, 1.338092348371482, 0, 3, 2, 2, 3]",3
"[73, 87.74006, 425.91635, 6.980488043070428, 0.0006023121276775845, 535.6039835814148, 0.6893939000550885, 0, 0, 4, 1, 3, 71, 82.865875, 421.84293, 12.246485041720264, 9.266661980922297e-05, 555.6913815153999, 2.452198753534705, 0, 1, 1, 2, 4, 69, 87.69999, 412.55215, 14.351806331755624, 0.0015663719801535247, 595.9184239332292, 1.2021072055971773, 0, 2, 1, 2, 5]",3
"[159, 195.7923, 330.83224, 9.475861007364365, 0.0018197412649075262, 922.2188429319276, 2.6964552407732274, 0, 1, 0, 1, 2, 169, 212.70757, 341.02054, 10.756283256405597, 0.0029934812983379855, 967.6031004258318, 0.4197181398537544, 0, 2, 1, 1, 2, 1033, 211.63211, 327.28314, 13.645861630161688, 0.0013908892189213873, 980.5593470244713, 5.182445544295298, 0, 2, 3, 2, 1]",3
"[133, 146.6028, 419.44928, 4.782373248096644, 0.002402647392624302, 500.1240329058951, 3.0640030078671687, 0, 2, 0, 3, 1, 134, 149.89937, 428.66214, 6.347174681149268, 0.0015810708184452182, 490.6310620007999, 1.8966987257269223, 0, 1, 0, 0, 1, 987, 153.1104, 413.42175, 9.312645105227118, 0.0029203051901483534, 513.1341261113099, 2.088268911735998, 0, 3, 4, 1, 2]",3
"[834, 326.4388, 315.26, 8.055634561896948, 0.0011137922096078334, 1097.4400034653258, 2.9002822180699868, 0, 2, 2, 1, 1, 313, 313.42313, 312.51505, 10.644715899738268, 0.0003562329546760168, 1097.3477735335218, 0.3172862372972465, 0, 2, 1, 3, 2, 759, 325.34048, 295.0131, 13.145028744029027, 0.0022485109973788275, 1090.8881763548388, 0.7451290113383762, 0, 2, 2, 0, 0]",3
"[392, 363.3776, 453.20508, 2.2664930976331523, 0.0017014253260762557, 978.798381243662, 2.6497548727784723, 0, 1, 1, 2, 2, 817, 360.7695, 445.54065, 6.923055445958987, 0.0011813977559098632, 1011.3428362857835, 0.754345625240128, 0, 0, 0, 3, 3, 389, 358.895, 459.65454, 7.579296773161856, 0.0004041707748899115, 1030.665871095879, 0.491837780811321, 0, 1, 1, 0, 0]",3
"[1012, 260.5875, 404.7918, 3.6975502243674687, 0.008365937090337672, 1149.5362165420747, 0.9993179643054737, 0, 2, 0, 1, 3, 225, 251.71362, 405.2385, 5.421752846548313, 0.0008431844607758587, 1117.012681967192, 0.8972838226108504, 0, 0, 1, 2, 1, 233, 255.20454, 411.38937, 5.7300901947966105, 0.0019422752943466515, 1058.6899818949348, 0.9392103880138456, 0, 0, 1, 2, 1]",3
"[803, 325.87115, 348.4972, 2.4926515368815365, 6.758701087017371e-05, 1129.7970905379716, 0.19628776815427162, 0, 0, 1, 1, 2, 379, 333.4357, 346.00748, 6.596599715670712, 0.003550812934532299, 1103.8364974417968, 4.109864180806959, 0, 2, 3, 1, 0, 818, 323.5414, 353.65698, 8.15352229134203, 0.0013583348033089915, 1142.9148889564094, 3.3378804217440647, 0, 1, 0, 0, 1]",0
"[966, 172.75404, 323.0924, 6.639832919667312, 0.006761928341995738, 792.346065985323, 3.6187056230064742, 0, 1, 0, 2, 1, 1037, 165.14435, 328.49283, 9.420689803684393, 0.006732905090903185, 792.36569178424, 0.47711296941668113, 0, 0, 0, 3, 3, 157, 187.92917, 329.93906, 13.424965102303668, 0.00589824388759097, 844.245929143672, 4.330434280050321, 0, 1, 0, 3, 2]",3
"[103, 100.94374, 362.29404, 3.591515763770716, 0.000870923525615408, 961.0126148931178, 4.194176161654911, 0, 1, 2, 0, 1, 104, 103.8136, 357.2595, 8.416499764460983, 0.00020824172190986312, 974.0662043624008, 1.052583508065118, 0, 1, 0, 1, 2, 627, 92.071434, 369.94916, 8.99908846227798, 0.007781088148254511, 987.0018361308975, 0.06311914117976913, 0, 3, 1, 0, 2]",3
"[607, 82.04925, 376.23935, 6.225907536596201, 0.0008634063071050191, 928.6450527650453, 2.30825015374321, 0, 2, 1, 1, 2, 67, 78.35069, 385.76648, 9.059508899863319, 0.001524419974710256, 857.1734423156216, 1.0890132785646343, 0, 2, 0, 0, 2, 944, 85.484924, 392.25504, 11.265947225048249, 0.0020411089948502714, 870.1347641696311, 4.24937470202898, 0, 1, 1, 1, 1]",3
"[818, 323.5414, 353.65698, 1.532850203623954, 0.0024753258755284557, 1136.4368087214864, 0.19628776815427185, 0, 0, 1, 0, 1, 803, 325.87115, 348.4972, 5.637776099600344, 0.003901247689707621, 1110.4276550497968, 2.9453048854355215, 0, 1, 2, 1, 2, 851, 315.08395, 355.97412, 10.114477572052266, 0.004151644662223231, 1090.893932844631, 0.815543537540077, 0, 0, 2, 1, 1]",0
"[877, 121.175514, 392.96973, 1.5140937137580246, 0.000923057798523419, 863.6538075397671, 1.2457839727180615, 0, 1, 1, 5, 3, 106, 112.773674, 388.62253, 9.071284233428441, 0.0005875045589068262, 915.653283609673, 0.18803067663627726, 0, 0, 2, 3, 1, 111, 108.97589, 394.00504, 11.097504032875918, 0.0009264762797799309, 876.700023769303, 2.953561976953516, 0, 1, 0, 4, 3]",3
"[804, 366.47778, 305.05347, 4.2050324769516845, 1.2704416466058355e-06, 1116.986813438264, 3.127509582326117, 0, 1, 2, 2, 1, 878, 353.30035, 311.01993, 12.66861965003761, 0.0008438546275208458, 1090.846693282402, 4.356710028438883, 0, 1, 2, 1, 0, 365, 354.8339, 290.04852, 15.098951536579275, 0.017331732573972025, 1039.0827172770876, 2.4716862414198006, 0, 2, 0, 1, 1]",3
"[448, 423.09912, 409.87262, 1.6167173096575818, 0.007829505023994154, 1181.8447378044393, 1.2434404668221801, 0, 1, 0, 1, 2, 614, 423.9526, 406.14706, 2.6979438585406315, 0.0039480215901914195, 1207.8103476035058, 4.385033120411974, 0, 1, 1, 2, 2, 660, 417.32767, 414.5624, 8.02315021817055, 9.319573349858556e-05, 1162.3922782300274, 4.6710020624537725, 0, 0, 0, 1, 1]",3
"[102, 89.03359, 344.141, 3.3940944929170938, 0.0072220509184497406, 1006.4467614074205, 1.4388947740795253, 0, 1, 0, 1, 0, 782, 82.80239, 348.53888, 5.382371644658611, 0.009382990040007033, 1032.4444822391565, 4.580487427669318, 0, 1, 2, 0, 1, 100, 89.747116, 353.24976, 6.094682399108862, 0.007752453484096089, 993.473641403969, 2.649532572833828, 0, 1, 2, 1, 0]",3
"[993, 241.01099, 417.07858, 2.502482694145687, 0.0088471248362062, 935.2525355377311, 3.223210640209537, 0, 3, 3, 4, 2, 231, 240.92026, 423.80246, 4.575084340715067, 0.006623817476705651, 938.0795819413479, 0.08161798661974395, 0, 3, 3, 3, 3, 232, 247.99109, 422.7198, 6.840477292638823, 0.0001366251380709449, 922.0965796398494, 1.8178450251469418, 0, 2, 1, 2, 1]",3
"[501, 465.61295, 385.84656, 2.686434959610327, 0.00013535874332365472, 1211.7015094301694, 4.35418699962664, 0, 1, 1, 0, 2, 509, 464.6092, 381.5048, 3.8074251849538863, 0.007953872131888085, 1205.8945929270446, 0.7541615845630818, 0, 1, 3, 2, 2, 874, 468.3896, 383.00702, 5.677794861069458, 0.004752985718275871, 1243.478275032007, 1.2125943460368467, 0, 0, 2, 1, 1]",3
"[987, 153.1104, 413.42175, 8.522417188466333, 0.00012367481314495832, 610.5394713642273, 2.9983864818615897, 0, 3, 6, 1, 4, 1034, 160.9103, 416.5715, 12.294134884432578, 0.01764021043127889, 571.5103347000489, 0.14320617172820355, 0, 4, 6, 1, 3, 133, 146.6028, 419.44928, 16.864950429169493, 0.0006413326106690098, 597.5271670199816, 2.153885437741577, 0, 2, 2, 3, 3]",3
"[763, 272.977, 235.90463, 11.531343865030731, 0.0010517523672314288, 896.2318344520032, 2.3180874843360217, 0, 2, 4, 0, 2, 295, 288.53256, 242.68005, 12.227558759931744, 0.0004270860054336745, 896.1446147506857, 2.3312272155119316, 0, 1, 1, 2, 4, 891, 276.77777, 243.09708, 13.485050762684576, 0.00160347540413186, 954.5892225815732, 4.42319317459546, 0, 0, 2, 0, 2]",0
"[69, 87.69999, 412.55215, 5.104436635098619, 0.00015777463810928705, 623.4135551604152, 0.5204948426738653, 0, 3, 0, 3, 6, 71, 82.865875, 421.84293, 6.175957804205181, 0.0015012639618534607, 584.4610281326045, 3.1338111164580167, 0, 2, 0, 3, 5, 64, 73.10556, 413.61966, 10.80166367652252, 0.0014915288289581996, 591.0074756415837, 1.1424891068408174, 0, 1, 1, 4, 2]",3
"[129, 119.100296, 352.21857, 12.01692172911086, 0.008064758990434018, 876.6704627793631, 2.11145207541064, 0, 0, 0, 3, 3, 730, 117.5798, 346.9049, 14.793703799889245, 0.0009374967112261712, 922.2022357716091, 1.0301405781791537, 0, 2, 1, 5, 4, 699, 126.861336, 338.28235, 15.234932651983005, 3.938549353471599e-05, 889.7189625522074, 1.8034985766089993, 0, 3, 2, 4, 3]",3
"[981, 420.1654, 399.0927, 4.681308904174256, 0.004201567818810259, 1194.839030854436, 0.4722926554454736, 0, 1, 1, 1, 1, 614, 423.9526, 406.14706, 4.708338095559625, 0.0030007977301231836, 1207.7204889627733, 2.9395049926893484, 0, 1, 2, 2, 1, 448, 423.09912, 409.87262, 8.499932721045731, 0.0068822811639259185, 1220.7765361939043, 0.20208766090044494, 0, 1, 1, 1, 1]",3
"[944, 85.484924, 392.25504, 4.9223240119617175, 0.0017575580776841293, 831.2055655182785, 5.130862669404609, 0, 0, 3, 2, 1, 984, 94.75289, 390.311, 8.539473148463035, 0.0023080881177611756, 844.2085343820164, 4.25614486419326, 0, 0, 3, 1, 2, 66, 84.672676, 404.55652, 9.252066769261443, 0.04472390678005489, 772.7908296742866, 0.26329295319435086, 0, 1, 2, 1, 0]",3
"[5, 7.628743, 283.62955, 2.0606901939447826, 0.000921887224102802, 1116.5397054477344, 1.4917555328471503, 0, 2, 3, 1, 0, 9, 8.826457, 277.17383, 4.99545433176414, 0.00642086602032671, 1108.4637574463377, 2.533629457580757, 0, 1, 1, 1, 1, 2, 1.8751295, 280.0268, 7.511458261845248, 0.000580989380611574, 1056.7588813129714, 1.5373610570572565, 0, 0, 3, 2, 1]",3
"[145, 199.1281, 209.15875, 3.1752509321929043, 0.004066390945803577, 656.0243074937176, 3.8111082221028574, 0, 1, 1, 0, 2, 1053, 199.08325, 202.58609, 4.226924439877912, 0.00497685313978935, 630.0691783880632, 1.152204273353037, 0, 2, 4, 0, 2, 144, 197.36276, 212.49408, 6.018390206723603, 0.005581189713867896, 656.008038660662, 0.6695155685130643, 0, 1, 4, 3, 2]",3
"[59, 75.28496, 358.75122, 4.857327925960961, 0.004258890304749241, 961.0125190891896, 0.3537440300472303, 0, 3, 1, 3, 1, 63, 77.1595, 368.7284, 5.572808312929733, 0.0032018776196779952, 974.0720113389216, 3.394924214788307, 0, 3, 1, 2, 0, 61, 75.48843, 351.96802, 11.642074988852112, 0.0013270848580640426, 974.0606353813216, 2.787848623542563, 0, 1, 1, 2, 0]",3
"[706, 285.22992, 409.85208, 4.470113388422761, 0.0004136635655049292, 1117.042925879777, 5.3515236057900974, 0, 1, 1, 1, 3, 709, 292.71863, 409.98062, 6.466160161997203, 0.0014748388999236695, 1045.3336313379286, 2.2099309522003048, 0, 1, 1, 1, 1, 275, 282.2896, 397.25763, 10.264196714925284, 0.0010079344817737756, 1110.633872587974, 0.40620525912526206, 0, 0, 0, 1, 1]",3
"[839, 392.4881, 237.91235, 6.848137701935516, 0.0004724627290875749, 902.6583774778572, 3.794849870965826, 0, 2, 0, 0, 2, 408, 403.97507, 245.3376, 7.443961073942541, 0.0014855836057922622, 941.7490267976675, 2.0491336600052796, 0, 5, 1, 0, 4, 410, 403.6334, 235.45998, 10.290445190545222, 0.0016886616824758893, 915.7936338648863, 1.8303488099122807, 0, 4, 0, 1, 3]",3
"[710, 489.10693, 418.30527, 3.616476912584822, 0.0029955550863681735, 1049.765542101631, 4.158964493866456, 0, 4, 0, 4, 0, 588, 493.22675, 413.64224, 7.4019330930536915, 0.0011060623807734316, 1054.126963253675, 4.201543706233145, 0, 5, 1, 3, 3, 662, 478.01147, 416.06772, 8.232044293047194, 0.0031366051773153436, 1119.368839050035, 3.0177098118397083, 0, 1, 0, 3, 2]",3
"[134, 149.89937, 428.66214, 4.762462784130199, 0.00016160531809539247, 496.2649699893131, 0.3785953254308255, 0, 1, 2, 0, 1, 133, 146.6028, 419.44928, 14.178571418083912, 0.0006599712560836912, 540.0076658981602, 1.545899607571072, 0, 2, 2, 3, 3, 943, 131.48221, 434.07886, 17.776718568198774, 0.0015198215684432692, 494.5342911154523, 0.42687125834885276, 0, 0, 2, 1, 1]",3
"[128, 136.48318, 322.89862, 2.751537980585946, 0.004084567476751455, 837.8423329903427, 4.285550686568398, 0, 1, 1, 1, 1, 1046, 143.04492, 315.14185, 8.705765872003493, 0.0059517120406687996, 850.8078781262379, 4.574449279901563, 0, 0, 1, 0, 1, 126, 147.00334, 324.00806, 11.684367512394852, 0.0026426345874935864, 818.3757680869892, 3.1635133535838005, 0, 2, 0, 2, 0]",3
"[415, 393.83105, 291.4583, 2.079481238928154, 0.0009142311851074725, 1071.4576604520541, 4.264396031081771, 0, 0, 5, 1, 4, 1098, 392.30164, 286.83737, 4.2530655219484705, 0.0054892772759318476, 1058.3636570710212, 1.1228033774919772, 0, 3, 3, 1, 5, 364, 389.62503, 297.71832, 7.00191221431395, 0.012094348653134523, 1117.0288402425915, 0.6722596732798789, 0, 3, 4, 2, 5]",3
"[971, 346.40295, 403.29858, 5.436968418166456, 0.005662162186037323, 1065.0146336843031, 0.04530548661393352, 0, 1, 3, 2, 2, 977, 359.03787, 396.31955, 9.006472331823376, 0.0017445305491626262, 1103.9079636209494, 0.7563173716089839, 0, 0, 1, 1, 0, 770, 361.99966, 388.33313, 16.343542423398002, 0.002568199872077015, 1142.996895528618, 3.897910025198777, 0, 2, 1, 4, 1]",1
"[977, 359.03787, 396.31955, 11.632517630003536, 0.004192046458775911, 1103.925876902092, 2.5263627766486576, 0, 2, 0, 1, 1, 971, 346.40295, 403.29858, 11.974274416321743, 0.008109678095650608, 1052.0500626003102, 3.237374661643708, 0, 1, 2, 0, 1, 617, 369.21878, 404.3015, 12.262928083834852, 0.00040317503276288136, 1116.9507022035452, 1.2653524324954466, 0, 3, 2, 1, 0]",2
"[80, 137.93462, 208.02632, 8.70460700786467, 0.000994417794602409, 636.5181802836761, 2.329237466060879, 0, 3, 1, 2, 0, 77, 135.08469, 201.61708, 10.634709823576285, 0.01625853087505713, 623.5288518842525, 0.8123551875289146, 0, 3, 1, 3, 1, 79, 130.47142, 207.05963, 15.398972469920643, 0.0006370239787196197, 643.0467146332923, 3.450757570524547, 0, 2, 0, 2, 0]",3
"[103, 100.94374, 362.29404, 6.6116944626585825, 0.003242150000844879, 980.5493434419529, 1.0525835080651182, 0, 1, 1, 1, 1, 1018, 96.475876, 376.42026, 8.802816670405832, 0.0023136040275381076, 961.0762446731516, 0.06311914117976891, 0, 2, 1, 1, 0, 627, 92.071434, 369.94916, 9.04819072614526, 0.00540986167302504, 980.4975898852266, 3.2047117947695622, 0, 3, 2, 1, 0]",3
"[279, 285.44092, 455.19025, 4.836072705806105, 0.0014945138203005803, 974.3058009418513, 0.09459577719826484, 0, 2, 0, 2, 0, 1011, 295.56732, 454.866, 11.747828585165525, 0.0018076393689044346, 963.8101461944011, 1.1573337328739424, 0, 3, 2, 2, 1, 635, 292.51846, 448.43896, 13.794114871713067, 0.0011052666180556558, 963.8428698044746, 4.2989263864637355, 0, 4, 3, 2, 1]",3
"[642, 489.3187, 430.5067, 5.691789836858249, 0.0023122032725279573, 1017.3833188934623, 3.496003955244309, 0, 3, 1, 3, 1, 710, 489.10693, 418.30527, 11.439691871788172, 0.003039309625673392, 1015.9071733608541, 5.28461303195358, 0, 4, 1, 3, 0, 643, 481.8313, 426.35962, 12.907962981000477, 0.00028260999974155654, 985.4771230580768, 0.35441130165451584, 0, 3, 1, 2, 0]",3
"[331, 321.52457, 460.6437, 3.785432162085399, 0.00028788437144022794, 963.6853771383827, 1.7705835205420666, 0, 1, 2, 0, 1, 336, 329.20676, 457.1091, 5.383746926467832, 0.00045190540340639407, 942.7841118689016, 2.4610756536260054, 0, 2, 5, 0, 3, 334, 321.86697, 451.20596, 10.210243560969516, 0.0029284598005559492, 1047.5944274395465, 4.494106952609952, 0, 2, 5, 0, 3]",3
"[83, 106.045975, 242.68651, 3.8575019018482184, 0.006181052270489484, 896.2585499216024, 0.8740747008578456, 0, 5, 3, 2, 4, 86, 118.92171, 228.90453, 15.068311911404745, 0.0023305175037072745, 792.44069913081, 1.694967040750697, 0, 2, 3, 2, 1, 1107, 104.3504, 255.33469, 16.316047316229643, 0.0009704108192742367, 896.2541660505938, 0.4361779768439116, 0, 5, 2, 2, 5]",2
"[207, 223.78683, 276.88727, 5.5505498393080375, 0.006278858480256333, 1000.0098983734187, 2.8068390917652675, 0, 1, 0, 1, 0, 935, 234.58644, 278.95758, 6.992724523969769, 0.007021532317255663, 1026.0534695562917, 2.198307522730735, 0, 1, 4, 4, 1, 936, 227.68314, 288.35577, 7.651629613540041, 0.000190610056065188, 1045.3418800091856, 4.254871812611448, 0, 1, 3, 3, 1]",2
"[168, 213.77022, 358.3275, 1.5892872345980824, 0.010615359455560691, 948.1332641655254, 0.18775112820348594, 0, 2, 2, 0, 0, 167, 209.6074, 364.25546, 6.462667260182163, 0.00017990182330773763, 935.1594020236076, 1.4725109250738635, 0, 1, 3, 0, 2, 164, 213.40195, 369.02014, 9.242491846545748, 0.0016229672626377756, 987.0909389984857, 1.6690817285159296, 0, 2, 2, 2, 2]",3
"[473, 430.86948, 248.96252, 5.438624299034001, 0.01304745119709605, 967.7066757184068, 4.092364315030089, 0, 1, 0, 2, 3, 795, 423.38605, 253.20404, 6.680488845600828, 0.010334446820844223, 987.1827584768811, 0.9606191420885051, 0, 3, 0, 3, 0, 980, 428.1282, 240.62703, 6.761518540991207, 0.007320172057857788, 954.7214755932681, 2.994072857854078, 0, 0, 0, 1, 1]",3
"[491, 431.9954, 327.6733, 3.954643237376056, 0.001753648254110618, 1110.5268598888267, 2.6267372130245894, 0, 0, 0, 1, 1, 813, 432.22116, 316.47516, 7.263007277263997, 0.00033972947418670074, 1097.3970057853521, 2.4322304083950668, 0, 0, 2, 3, 1, 824, 421.31934, 320.19763, 11.037466714491963, 0.0002848604768205254, 1123.4919561368615, 1.2549020541052964, 0, 1, 1, 4, 2]",3
"[158, 188.74733, 314.4541, 8.066414294111846, 3.4289337764059624e-05, 922.1945679833068, 2.6058256714471666, 0, 0, 3, 1, 2, 157, 187.92917, 329.93906, 9.772009997021797, 0.00134608354856941, 876.7041391567392, 0.2764628919926515, 0, 1, 2, 0, 3, 159, 195.7923, 330.83224, 9.859994684597744, 0.0005714609715553043, 915.5626621245541, 1.165563647297089, 0, 1, 1, 1, 3]",3
"[759, 325.34048, 295.0131, 9.065579514732905, 0.0036907058720793695, 1097.4529612404124, 0.942918762815707, 0, 2, 2, 1, 1, 1016, 315.00668, 291.93372, 10.908228153116376, 0.0002715202322365884, 1091.0098371962504, 2.28379580095595, 0, 1, 0, 0, 1, 313, 313.42313, 312.51505, 12.204608959191422, 0.0017984278293765588, 1103.9479000327462, 1.3707615368568367, 0, 2, 1, 2, 1]",3
"[1017, 425.80908, 425.68802, 5.189588259016807, 0.0006087924501370634, 1127.6562890779257, 1.6764011466447228, 0, 0, 0, 2, 2, 592, 417.6689, 420.1713, 7.681162757713704, 0.001941867096926786, 1114.1702760073372, 0.7619837886815171, 0, 2, 1, 2, 1, 651, 412.4554, 432.76825, 10.07827183820705, 0.0026133168943585083, 1104.0091010527276, 1.8757592853160214, 0, 2, 0, 1, 1]",3
"[669, 127.924736, 307.47186, 5.184914204923835, 0.017308326288568043, 805.2824183108826, 2.0519114775276184, 0, 1, 2, 2, 1, 128, 136.48318, 322.89862, 12.475479992950426, 0.0013013456660077583, 805.2868678452801, 2.2868920933945867, 0, 0, 1, 0, 1, 1046, 143.04492, 315.14185, 12.730712940782288, 0.0005657988979095863, 818.3721715283699, 2.5757906867277507, 0, 1, 1, 1, 1]",3
"[686, 109.36675, 189.39246, 10.56904469512853, 0.005421211503897239, 591.0839925974744, 3.4782346912400155, 0, 4, 0, 2, 2, 78, 119.92493, 209.78577, 18.131990570929457, 0.005376998948502687, 669.0171226382353, 4.396808808749912, 0, 0, 1, 1, 0, 77, 135.08469, 201.61708, 18.33607127169308, 0.009948476983778876, 617.055104459068, 0.4810333981491379, 0, 2, 1, 2, 1]",3
"[385, 330.4585, 380.82065, 3.4807354973888813, 9.208400374716152e-05, 1110.4501746712963, 4.512071192570188, 0, 3, 1, 0, 2, 388, 321.33914, 391.1852, 11.17933041707396, 0.0009535578491896568, 1129.936148992294, 0.31715359277336086, 0, 2, 0, 1, 1, 903, 317.93555, 385.5325, 12.263878987839089, 0.00012429287238180375, 1116.8259616908401, 0.3378829301450308, 0, 0, 1, 1, 0]",0
"[2, 1.8751295, 280.0268, 0.4573486322655885, 0.013063237885973356, 1056.8885417796375, 3.2041100048270863, 0, 2, 0, 1, 1, 8, 0.0, 286.1774, 6.263666460860346, 0.010482236527167454, 1104.0600728477136, 0.0625173512372934, 0, 1, 1, 0, 0, 5, 7.628743, 283.62955, 6.336115268498154, 0.014566114490687732, 1099.0475704646994, 0.17499341492267972, 0, 4, 0, 2, 2]",3
"[860, 286.17062, 334.66696, 2.2599933850734355, 0.002486465808108851, 1090.5734878914584, 0.8534588448667155, 0, 0, 1, 3, 2, 270, 284.0438, 336.65085, 2.977445331948627, 0.005544516177675374, 1090.5672594120958, 3.995051498456509, 0, 0, 0, 1, 1, 271, 277.743, 334.73187, 6.483697176818064, 0.001496079402897199, 1110.238401967122, 2.7089636533294854, 0, 2, 2, 2, 2]",0
"[716, 256.0694, 423.96973, 3.7572757072117935, 0.00374091406187399, 1010.2745822568528, 0.7200832618727473, 0, 2, 1, 2, 1, 590, 257.2288, 415.3324, 5.248031665345538, 0.004768423344194361, 987.1775212905642, 4.1509600134942195, 0, 4, 1, 0, 3, 683, 260.35675, 428.44843, 8.33548476171544, 0.006229601701655374, 1043.2838857010715, 3.8616759154625404, 0, 3, 1, 2, 2]",3
"[683, 260.35675, 428.44843, 8.810689093996444, 0.011029243876244044, 1050.2583451978048, 2.510608618866061, 0, 2, 3, 3, 2, 716, 256.0694, 423.96973, 9.746020591294986, 0.0010587281127146797, 990.6104873983253, 0.6309840347237323, 0, 1, 3, 3, 1, 590, 257.2288, 415.3324, 10.105312363159516, 3.1218830394308394e-05, 1045.6460736051927, 2.79989271689774, 0, 3, 1, 1, 3]",3
"[888, 319.6599, 339.99307, 3.485459645605661, 6.355045901829115e-05, 1077.7331868190006, 1.724440198307654, 0, 2, 1, 1, 0, 1127, 312.18735, 333.4594, 8.204303244486713, 0.0008879662912757991, 1058.4281050613351, 0.8485395148145137, 0, 3, 2, 1, 2, 873, 316.90527, 328.8019, 8.235362608626376, 0.002813187729966582, 1090.9087506932665, 0.6759829234033211, 0, 3, 1, 1, 1]",0
"[961, 199.6565, 374.06375, 5.360113194566128, 0.0022954081948521887, 902.599928378647, 3.655361946881538, 0, 0, 3, 1, 2, 162, 191.95209, 362.59332, 8.57450482172565, 0.0002722257947153639, 883.3217444571718, 1.541916495490876, 0, 1, 2, 2, 1, 163, 185.95462, 369.20425, 11.480575494547422, 0.0043174056487573775, 857.269591167275, 1.5996761580989172, 0, 1, 6, 4, 1]",3
"[905, 147.79651, 374.21426, 12.00671034348163, 0.00023667077131389602, 772.8360090188648, 1.5383987816338736, 0, 4, 0, 0, 4, 131, 148.40843, 388.77295, 17.16402042105648, 0.004383088173808447, 766.2880135823472, 1.7324516765384255, 0, 2, 3, 3, 2, 792, 174.51013, 357.4649, 23.604860020282015, 0.001809590016307816, 759.918536665265, 1.0662539657484824, 0, 1, 1, 0, 2]",3
"[162, 191.95209, 362.59332, 1.5343542090792344, 9.62775353393619e-05, 870.3126259631075, 3.1830449660202733, 0, 1, 2, 2, 1, 163, 185.95462, 369.20425, 7.483970076277873, 0.0044933539081333795, 870.2703147060944, 0.0414523124304802, 0, 1, 6, 4, 1, 165, 194.63942, 353.30783, 10.818035107324672, 0.003153557985790423, 883.2444246841039, 3.6381113651884265, 0, 1, 1, 3, 1]",3
"[414, 400.23584, 289.85495, 2.447852032100663, 0.003475257128480791, 1058.3197700546593, 0.12078635752623157, 0, 0, 2, 1, 1, 702, 403.20206, 290.85413, 2.7336651541440395, 0.004352161665221788, 1058.490576032118, 3.0208062960635615, 0, 2, 3, 0, 1, 840, 403.14, 298.18793, 6.389392889723299, 0.0024143344629157792, 1110.4938748885036, 2.525444506269262, 0, 2, 2, 0, 0]",3
